item,title
1291,Indiana Jones and the Last Crusade
1292,Being There
1293,Gandhi
1294,M*A*S*H
1295,The Unbearable Lightness of Being
1296,"Room with a View, A"
1297,Real Genius
1298,Pink Floyd - The Wall
1299,The Killing Fields
1300,My Life as a Dog (Mitt liv som hund)
1301,Forbidden Planet
1302,Field of Dreams
1303,The Man Who Would Be King
1304,Butch Cassidy and the Sundance Kid
1305,"Paris, Texas"
1306,Until the End of the World (Bis ans Ende der Welt)
1307,When Harry Met Sally...
1310,Hype!
1311,Santa with Muscles
1312,Female Perversions
1313,Mad Dog Time
1315,Paris Was a Woman
1316,Anna
1317,I'm Not Rappaport
1320,Alien³
1321,"American Werewolf in London, An"
1322,Amityville 1992: It's About Time
1323,Amityville 3-D
1324,Amityville: Dollhouse
1325,Amityville: A New Generation
1326,Amityville II: The Possession
1327,The Amityville Horror
1328,The Amityville Curse
1329,Blood For Dracula (Andy Warhol's Dracula)
1330,April Fool's Day
1331,Audrey Rose
1332,The Believers
1333,The Birds
1334,The Blob
1335,Blood Beach
1336,Body Parts
1337,The Body Snatcher
1339,Bram Stoker's Dracula
1340,Bride of Frankenstein
1341,Burnt Offerings
1342,Candyman
1343,Cape Fear
1344,Cape Fear
1345,Carrie
1346,Cat People
1347,"Nightmare on Elm Street, A"
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)"
1349,Nosferatu a Venezia
1350,The Omen
1351,Blood & Wine
1352,Albino Alligator
1353,The Mirror Has Two Faces
1354,Breaking the Waves
1355,Nightwatch
1356,Star Trek: First Contact
1357,Shine
1358,Sling Blade
1359,Jingle All the Way
1360,Identification of a Woman (Identificazione di una donna)
1361,Paradise Lost: The Child Murders at Robin Hood Hills
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)"
1363,The Preacher's Wife
1364,Zero Kelvin (Kjærlighetens kjøtere)
1365,Ridicule
1366,The Crucible
1367,101 Dalmatians
1369,I Can't Sleep (J'ai pas sommeil)
1370,Die Hard 2
1371,Star Trek: The Motion Picture
1372,Star Trek VI: The Undiscovered Country
1373,Star Trek V: The Final Frontier
1374,Star Trek: The Wrath of Khan
1375,Star Trek III: The Search for Spock
1376,Star Trek IV: The Voyage Home
1377,Batman Returns
1378,Young Guns
1379,Young Guns II
1380,Grease
1381,Grease 2
1382,Marked for Death
1383,Adrenalin: Fear the Rush
1384,The Substance of Fire
1385,Under Siege
1386,Terror in a Texas Town
1387,Jaws
1388,Jaws 2
1389,Jaws 3-D
1390,My Fellow Americans
1391,Mars Attacks!
1392,Citizen Ruth
1393,Jerry Maguire
1394,Raising Arizona
1395,Tin Men
1396,Sneakers
1397,Bastard Out of Carolina
1398,In Love and War
1399,Marvin's Room
1401,Ghosts of Mississippi
1404,Night Falls on Manhattan
1405,Beavis and Butt-head Do America
1406,"Cérémonie, La"
1407,Scream
1408,The Last of the Mohicans
1409,Michael
1410,The Evening Star
1411,Hamlet
1412,Some Mother's Son
1413,The Whole Wide World
1414,Mother
1415,"Thieves (Voleurs, Les)"
1416,Evita
1417,The Portrait of a Lady
1419,Walkabout
1420,Message to Love: The Isle of Wight Festival
1421,Grateful Dead
1422,Murder at 1600
1423,Hearts and Minds
1425,Fierce Creatures
1426,Zeus and Roxanne
1427,Turbulence
1428,Angel Baby
1429,Jackie Chan's First Strike
1430,Underworld
1431,Beverly Hills Ninja
1432,Metro
1433,The Machine
1434,The Stranger
1436,Falling in Love Again
1437,The Cement Garden
1438,Dante's Peak
1439,Meet Wally Sparks
1440,Amos & Andrew
1441,Benny & Joon
1442,Prefontaine
1444,Guantanamera
1445,McHale's Navy
1446,Kolya
1447,Gridlock'd
1449,Waiting for Guffman
1450,Prisoner of the Mountains (Kavkazsky Plennik)
1453,The Beautician and the Beast
1454,SubUrbia
1455,Hotel de Love
1456,The Pest
1457,Fools Rush In
1458,Touch
1459,Absolute Power
1460,That Darn Cat!
1461,Vegas Vacation
1463,That Old Feeling
1464,Lost Highway
1465,Rosewood
1466,Donnie Brasco
1468,Booty Call
1470,Rhyme & Reason
1471,Boys Life 2
1472,City of Industry
1473,Best Men
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle)
1475,Kama Sutra: A Tale of Love
1476,Private Parts
1477,Love Jones
1479,The Saint
1480,Smilla's Sense of Snow
1482,The Van
1483,Crash
1484,The Daytrippers
1485,Liar Liar
1486,The Quiet Room
1487,Selena
1488,The Devil's Own
1489,Cats Don't Dance
1490,B*A*P*S
1493,Love and Other Catastrophes
1494,The Sixth Man
1495,Turbo: A Power Rangers Movie
1496,Anna Karenina
1497,Double Team
1498,Inventing the Abbotts
1499,Anaconda
1500,Grosse Pointe Blank
1501,Keys to Tulsa
1502,Kissed
1503,8 Heads in a Duffel Bag
1504,Hollow Reed
1507,Paradise Road
1508,Traveller
1509,All Over Me
1510,"Brother's Kiss, A"
1511,A Chef in Love
1513,Romy and Michele's High School Reunion
1514,Temptress Moon (Feng Yue)
1515,Volcano
1516,Children of the Revolution
1517,Austin Powers: International Man of Mystery
1518,Breakdown
1519,Broken English
1520,Commandments
1522,Ripe
1523,"Truth or Consequences, N.M."
1525,Warriors of Virtue
1526,Fathers' Day
1527,The Fifth Element
1528,Intimate Relations
1529,Nowhere
1531,Losing Chase
1532,Sprung
1533,"Promise, The (La Promesse)"
1534,"Bonheur, Le"
1535,Love! Valour! Compassion!
1537,Shall We Dance? (Shall We Dansu?)
1538,The Second Jungle Book: Mowgli & Baloo
1539,Twin Town
1541,Addicted to Love
1542,Brassed Off
1543,The Designated Mourner
1544,The Lost World: Jurassic Park
1545,Ponette
1546,Schizopolis
1547,Shiloh
1548,The War at Home
1549,Rough Magic
1550,Trial and Error
1551,Buddy
1552,Con Air
1553,Late Bloomers
1554,The Pillow Book
1555,"To Have, or Not"
1556,Speed 2: Cruise Control
1558,Sudden Manhattan
1561,Wedding Bell Blues
1562,Batman & Robin
1563,Dream With the Fishes
1564,Roseanna's Grave (For Roseanna)
1565,Head Above Water
1566,Hercules
1567,The Last Time I Committed Suicide
1569,My Best Friend's Wedding
1570,Tetsuo II: Body Hammer
1571,When the Cats Away (Chacun cherche son chat)
1572,Contempt (Le Mépris)
1573,Face/Off
1574,Fall
1575,Gabbeh
1579,For Ever Mozart
1580,Men in Black
1581,Out to Sea
1582,Wild America
1583,"Simple Wish, A"
1584,Contact
1585,Love Serenade
1586,G.I. Jane
1587,Conan the Barbarian
1588,George of the Jungle
1589,Cop Land
1590,Event Horizon
1591,Spawn
1592,Air Bud
1593,Picture Perfect
1594,In the Company of Men
1595,Free Willy 3: The Rescue
1596,Career Girls
1597,Conspiracy Theory
1598,Desperate Measures
1599,Steel
1600,She's So Lovely
1601,Hoodlum
1602,Leave It to Beaver
1603,Mimic
1604,Money Talks
1605,Excess Baggage
1606,Kull the Conqueror
1608,Air Force One
1609,187
1610,The Hunt for Red October
1611,My Own Private Idaho
1612,"Kiss Me, Guido"
1613,Star Maps
1614,In & Out
1615,The Edge
1616,The Peacemaker
1617,L.A. Confidential
1619,Seven Years in Tibet
1620,Kiss the Girls
1621,Soul Food
1622,Kicked in the Head
1623,Wishmaster
1624,"Thousand Acres, A"
1625,The Game
1626,Fire Down Below
1627,U Turn
1629,The MatchMaker
1630,The Lay of the Land
1631,The Assignment
1632,"Smile Like Yours, A"
1633,Ulee's Gold
1635,The Ice Storm
1636,Stag
1639,Chasing Amy
1640,How to Be a Player
1641,The Full Monty
1642,Indian Summer (a.k.a. Alive & Kicking)
1643,"Mrs. Brown (Her Majesty, Mrs. Brown)"
1644,I Know What You Did Last Summer
1645,The Devil's Advocate
1646,Rocket Man
1647,Playing God
1648,The House of Yes
1649,"Fast, Cheap & Out of Control"
1650,Washington Square
1651,Telling Lies in America
1652,Year of the Horse
1653,Gattaca
1654,FairyTale: A True Story
1655,Phantoms
1656,Swept from the Sea
1657,Wonderland
1658,"Life Less Ordinary, A"
1659,Hurricane Streets
1660,Eve's Bayou
1661,Switchback
1662,Gang Related
1663,Stripes
1664,Nénette et Boni
1665,Bean
1666,Hugo Pool
1667,Mad City
1668,One Night Stand
1669,The Tango Lesson
1670,Welcome To Sarajevo
1671,Deceiver
1672,The Rainmaker
1673,Boogie Nights
1674,Witness
1675,Incognito
1676,Starship Troopers
1677,Critical Care
1678,The Joy Luck Club
1679,Chairman of the Board
1680,Sliding Doors
1681,Mortal Kombat: Annihilation
1682,The Truman Show
1683,The Wings of the Dove
1684,Mrs. Dalloway
1685,"I Love You, I Love You Not"
1686,Red Corner
1687,The Jackal
1688,Anastasia
1689,The Man Who Knew Too Little
1690,Alien: Resurrection
1692,Alien Escape
1693,Amistad
1694,The Apostle
1695,Artemisia
1696,Bent
1699,The Butcher Boy
1701,Deconstructing Harry
1702,Flubber
1703,For Richer or Poorer
1704,Good Will Hunting
1707,Home Alone 3
1709,Legal Deceit
1711,Midnight in the Garden of Good and Evil
1713,Mouse Hunt
1714,Never Met Picasso
1715,Office Killer
1717,Scream 2
1718,Stranger in the House
1719,The Sweet Hereafter
1720,Time Tracers
1721,Titanic
1722,Tomorrow Never Dies
1724,Full Speed
1725,The Education of Little Tree
1726,The Postman
1727,The Horse Whisperer
1728,The Winter Guest
1729,Jackie Brown
1730,Kundun
1731,Mr. Magoo
1732,The Big Lebowski
1733,Afterglow
1734,My Life in Pink (Ma vie en rose)
1735,Great Expectations
1739,3 Ninjas: High Noon On Mega Mountain
1741,"Midaq Alley (Callejón de los milagros, El)"
1743,Arguing the World
1744,Firestorm
1746,Senseless
1747,Wag the Dog
1748,Dark City
1749,The Leading Man
1750,Star Kid
1752,Hard Rain
1753,Half Baked
1754,Fallen
1755,Shooting Fish
1756,The Prophecy II
1758,Dangerous Beauty
1759,Four Days in September
1760,Spice World
1762,Deep Rising
1764,Tainted
1767,Music From Another Room
1769,The Replacement Killers
1770,B. Monkey
1771,Night Flier
1772,Blues Brothers 2000
1773,Tokyo Fist
1777,The Wedding Singer
1779,Sphere
1780,Ayn Rand: A Sense of Life
1782,Little City
1783,Palmetto
1784,As Good As It Gets
1785,King of New York
1787,"Paralyzing Fear: The Story of Polio in America, A"
1788,Men With Guns
1791,Twilight
1792,U.S. Marshalls
1793,Welcome to Woop-Woop
1794,Love and Death on Long Island
1795,"Callejón de los milagros, El"
1796,In God's Hands
1797,Everest
1798,Hush
1799,Suicide Kings
1801,The Man in the Iron Mask
1804,The Newton Boys
1805,Wild Things
1806,Paulie
1807,"Cool Dry Place, A"
1809,Hana-bi
1810,Primary Colors
1811,"Niagara, Niagara"
1812,Wide Awake
1814,"Price Above Rubies, A"
1815,Eden
1816,Two Girls and a Guy
1817,No Looking Back
1820,The Proposition
1821,The Object of My Affection
1822,Meet the Deedles
1824,Homegrown
1825,The Player's Club
1826,Barney's Great Adventure
1827,The Big One
1829,Chinese Box
1830,Follow the Bitch
1831,Lost in Space
1832,Heaven's Burning
1833,Mercury Rising
1834,The Spanish Prisoner
1835,City of Angels
1836,The Last Days of Disco
1837,The Odd Couple II
1839,My Giant
1840,He Got Game
1841,The Gingerbread Man
1842,Illtown
1843,Slappy and the Stinkers
1844,Live Flesh
1845,Zero Effect
1846,Nil By Mouth
1848,The Borrowers
1849,Prince Valiant
1850,"I Love You, Don't Touch Me!"
1851,Leather Jacket Love Story
1852,Love Walked In
1853,"Alan Smithee Film: Burn Hollywood Burn, An"
1854,Kissing a Fool
1855,Krippendorf's Tribe
1856,Kurt & Courtney
1857,The Real Blonde
1858,Mr. Nice Guy
1859,Taste of Cherry
1860,Character (Karakter)
1861,Junk Mail
1862,Species II
1863,Major League: Back to the Minors
1864,Sour Grapes
1865,Wild Man Blues
1866,The Big Hit
1867,Tarzan and the Lost City
1868,The Truce
1869,Black Dog
1870,"Dancer, Texas Pop. 81"
1871,"Friend of the Deceased, A"
1872,Go Now
1873,"Misérables, Les"
1874,Still Breathing
1875,Clockwatchers
1876,Deep Impact
1877,Little Men
1878,Woo
1879,The Hanging Garden
1880,Lawn Dogs
1881,Quest for Camelot
1882,Godzilla
1883,Bulworth
1884,Fear and Loathing in Las Vegas
1885,The Opposite of Sex
1886,I Got the Hook Up
1887,Almost Heroes
1888,Hope Floats
1889,Insomnia
1890,Little Boy Blue
1891,The Ugly
1892,"Perfect Murder, A"
1893,Beyond Silence
1894,Six Days Seven Nights
1895,Can't Hardly Wait
1896,Cousin Bette
1897,High Art
1898,The Land Girls
1899,Passion in the Desert
1900,"Children of Heaven, The (Bacheha-Ye Aseman)"
1901,Dear Jesse
1902,Dream for an Insomniac
1903,Hav Plenty
1904,Henry Fool
1905,Marie Baie Des Anges
1906,Mr. Jealousy
1907,Mulan
1908,Resurrection Man
1909,The X-Files: Fight the Future
1910,I Went Down
1911,Doctor Dolittle
1912,Out of Sight
1913,Picnic at Hanging Rock
1914,Smoke Signals
1915,Voyage to the Beginning of the World
1916,Buffalo 66
1917,Armageddon
1918,Lethal Weapon 4
1919,Madeline
1920,Small Soldiers
1921,Pi
1922,Whatever
1923,There's Something About Mary
1924,Plan 9 from Outer Space
1925,Wings
1926,The Broadway Melody
1927,All Quiet on the Western Front
1928,Cimarron
1929,Grand Hotel
1930,Cavalcade
1931,Mutiny on the Bounty
1932,The Great Ziegfeld
1933,The Life of Émile Zola
1934,You Can't Take It With You
1935,How Green Was My Valley
1936,Mrs. Miniver
1937,Going My Way
1938,The Lost Weekend
1939,The Best Years of Our Lives
1940,Gentleman's Agreement
1941,Hamlet
1942,All the King's Men
1943,The Greatest Show on Earth
1944,From Here to Eternity
1945,On the Waterfront
1946,Marty
1947,West Side Story
1948,Tom Jones
1949,"Man for All Seasons, A"
1950,In the Heat of the Night
1951,Oliver!
1952,Midnight Cowboy
1953,The French Connection
1954,Rocky
1955,Kramer Vs. Kramer
1956,Ordinary People
1957,Chariots of Fire
1958,Terms of Endearment
1959,Out of Africa
1960,The Last Emperor
1961,Rain Man
1962,Driving Miss Daisy
1963,Take the Money and Run
1964,Klute
1965,Repo Man
1966,Metropolitan
1967,Labyrinth
1968,The Breakfast Club
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A"
1970,"Nightmare on Elm Street 3: Dream Warriors, A"
1971,"Nightmare on Elm Street 4: The Dream Master, A"
1972,"Nightmare on Elm Street 5: The Dream Child, A"
1973,Freddy's Dead: The Final Nightmare
1974,Friday the 13th
1975,Friday the 13th Part 2
1976,Friday the 13th Part 3: 3D
1977,Friday the 13th: The Final Chapter
1978,Friday the 13th Part V: A New Beginning
1979,Friday the 13th Part VI: Jason Lives
1980,Friday the 13th Part VII: The New Blood
1981,Friday the 13th Part VIII: Jason Takes Manhattan
1982,Halloween
1983,Halloween II
1984,Halloween III: Season of the Witch
1985,Halloween 4: The Return of Michael Myers
1986,Halloween 5: The Revenge of Michael Myers
1987,Prom Night
1988,Hello Mary Lou: Prom Night II
1989,Prom Night III: The Last Kiss
1990,Prom Night IV: Deliver Us From Evil
1991,Child's Play
1992,Child's Play 2
1993,Child's Play 3
1994,Poltergeist
1995,Poltergeist II: The Other Side
1996,Poltergeist III
1997,The Exorcist
1998,Exorcist II: The Heretic
1999,The Exorcist III
2000,Lethal Weapon
2001,Lethal Weapon 2
2002,Lethal Weapon 3
2003,Gremlins
2004,Gremlins 2: The New Batch
2005,The Goonies
2006,The Mask of Zorro
2007,Polish Wedding
2008,"This World, Then the Fireworks"
2009,Soylent Green
2010,Metropolis
2011,Back to the Future Part II
2012,Back to the Future Part III
2013,The Poseidon Adventure
2014,Freaky Friday
2015,The Absent Minded Professor
2016,The Apple Dumpling Gang Rides Again
2017,Babes in Toyland
2018,Bambi
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai)
2020,Dangerous Liaisons
2021,Dune
2022,The Last Temptation of Christ
2023,The Godfather: Part III
2024,The Rapture
2025,Lolita
2026,Disturbing Behavior
2027,Mafia!
2028,Saving Private Ryan
2029,Billy's Hollywood Screen Kiss
2031,"$1,000,000 Duck"
2032,The Barefoot Executive
2033,The Black Cauldron
2034,The Black Hole
2035,Blackbeard's Ghost
2036,Blank Check
2037,Candleshoe
2038,The Cat from Outer Space
2039,Cheetah
2040,The Computer Wore Tennis Shoes
2041,Condorman
2042,D2: The Mighty Ducks
2043,Darby O'Gill and the Little People
2044,The Devil and Max Devlin
2045,"Far Off Place, A"
2046,Flight of the Navigator
2047,The Gnome-Mobile
2048,The Great Mouse Detective
2049,The Happiest Millionaire
2050,Herbie Goes Bananas
2051,Herbie Goes to Monte Carlo
2052,Hocus Pocus
2053,"Honey, I Blew Up the Kid"
2054,"Honey, I Shrunk the Kids"
2055,Hot Lead and Cold Feet
2056,In Search of the Castaways
2057,The Incredible Journey
2058,The Negotiator
2059,The Parent Trap
2060,BASEketball
2061,Full Tilt Boogie
2062,The Governess
2063,Seventh Heaven (Le Septième ciel)
2064,Roger & Me
2065,The Purple Rose of Cairo
2066,Out of the Past
2067,Doctor Zhivago
2068,Fanny and Alexander
2069,The Trip to Bountiful
2070,Tender Mercies
2071,And the Band Played On
2072,The 'burbs
2073,Fandango
2074,"Night Porter, The (Il Portiere di notte)"
2075,Mephisto
2076,Blue Velvet
2077,The Journey of Natty Gann
2078,The Jungle Book
2079,Kidnapped
2080,Lady and the Tramp
2081,The Little Mermaid
2082,The Mighty Ducks
2083,The Muppet Christmas Carol
2084,Newsies
2085,101 Dalmatians
2086,One Magic Christmas
2087,Peter Pan
2088,Popeye
2089,The Rescuers Down Under
2090,The Rescuers
2091,Return from Witch Mountain
2092,The Return of Jafar
2093,Return to Oz
2094,The Rocketeer
2095,The Shaggy D.A.
2096,Sleeping Beauty
2097,Something Wicked This Way Comes
2098,Son of Flubber
2099,Song of the South
2100,Splash
2101,Squanto: A Warrior's Tale
2102,Steamboat Willie
2103,Tall Tale
2104,Tex
2105,Tron
2106,Swing Kids
2107,Halloween: H20
2108,L.A. Story
2109,The Jerk
2110,Dead Men Don't Wear Plaid
2111,The Man with Two Brains
2112,Grand Canyon
2113,Graveyard Shift
2114,The Outsiders
2115,Indiana Jones and the Temple of Doom
2116,The Lord of the Rings
2117,Nineteen Eighty-Four
2118,The Dead Zone
2119,Maximum Overdrive
2120,Needful Things
2121,Cujo
2122,Children of the Corn
2123,All Dogs Go to Heaven
2124,The Addams Family
2125,Ever After: A Cinderella Story
2126,Snake Eyes
2127,"First Love, Last Rites"
2128,Safe Men
2129,The Saltmen of Tibet
2130,Atlantic City
2131,Autumn Sonata (Höstsonaten )
2132,Who's Afraid of Virginia Woolf?
2133,Adventures in Babysitting
2134,Weird Science
2135,Doctor Dolittle
2136,The Nutty Professor
2137,Charlotte's Web
2138,Watership Down
2139,The Secret of NIMH
2140,The Dark Crystal
2141,"American Tail, An"
2142,"American Tail: Fievel Goes West, An"
2143,Legend
2144,Sixteen Candles
2145,Pretty in Pink
2146,St. Elmo's Fire
2147,The Clan of the Cave Bear
2148,House
2149,House II: The Second Story
2150,The Gods Must Be Crazy
2151,The Gods Must Be Crazy II
2152,Air Bud: Golden Receiver
2153,The Avengers
2154,How Stella Got Her Groove Back
2155,The Slums of Beverly Hills
2156,"Best Man, The (Il Testimone dello sposo)"
2157,The Chambermaid on the Titanic
2158,"Henry: Portrait of a Serial Killer, Part 2"
2159,Henry: Portrait of a Serial Killer
2160,Rosemary's Baby
2161,The NeverEnding Story
2162,The NeverEnding Story II: The Next Chapter
2163,Attack of the Killer Tomatoes!
2164,Surf Nazis Must Die
2165,Your Friends and Neighbors
2166,Return to Paradise
2167,Blade
2168,Dance with Me
2169,Dead Man on Campus
2170,Wrongfully Accused
2171,"Next Stop, Wonderland"
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)"
2173,The Navigator: A Mediaeval Odyssey
2174,Beetlejuice
2175,Déjà Vu
2176,Rope
2177,Family Plot
2178,Frenzy
2179,Topaz
2180,Torn Curtain
2181,Marnie
2182,The Wrong Man
2183,The Man Who Knew Too Much
2184,The Trouble with Harry
2185,I Confess
2186,Strangers on a Train
2187,Stage Fright
2188,54
2189,I Married A Strange Person
2190,Why Do Fools Fall In Love?
2191,"Merry War, A"
2192,See the Sea (Regarde la mer)
2193,Willow
2194,The Untouchables
2195,Dirty Work
2196,Knock Off
2197,Firelight
2198,Modulations
2200,Under Capricorn
2201,The Paradine Case
2202,Lifeboat
2203,Shadow of a Doubt
2204,Saboteur
2205,Mr. & Mrs. Smith
2206,Suspicion
2207,Jamaica Inn
2208,The Lady Vanishes
2209,Young and Innocent
2210,Sabotage
2211,Secret Agent
2212,The Man Who Knew Too Much
2213,Waltzes from Vienna
2214,Number Seventeen
2215,Rich and Strange
2217,Elstree Calling
2218,Juno and Paycock
2219,Murder!
2221,Blackmail
2223,The Farmer's Wife
2226,The Ring
2227,The Lodger
2231,Rounders
2232,Cube
2233,Digging to China
2234,Let's Talk About Sex
2235,One Man's Hero
2236,Simon Birch
2237,Without Limits
2238,Seven Beauties (Pasqualino Settebellezze)
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto)
2240,My Bodyguard
2241,Class
2242,"Grandview, U.S.A."
2243,Broadcast News
2244,The Allnighter
2245,Working Girl
2246,Stars and Bars
2247,Married to the Mob
2248,Say Anything...
2249,My Blue Heaven
2250,Men Don't Leave
2251,The Cabinet of Dr. Ramirez
2252,Hero
2253,Toys
2254,Choices
2255,Young Doctors in Love
2256,Parasite
2257,No Small Affair
2258,Master Ninja I
2259,Blame It on Rio
2260,Wisdom
2261,One Crazy Summer
2262,About Last Night...
2263,The Seventh Sign
2264,We're No Angels
2265,Nothing But Trouble
2266,The Butcher's Wife
2267,Mortal Thoughts
2268,"Few Good Men, A"
2269,Indecent Proposal
2271,Permanent Midnight
2272,One True Thing
2273,Rush Hour
2275,Six-String Samurai
2276,"Soldier's Daughter Never Cries, A"
2277,Somewhere in the City
2278,Ronin
2279,Urban Legend
2280,Clay Pigeons
2281,Monument Ave.
2282,Pecker
2283,The Sheltering Sky
2284,Bandit Queen
2285,If....
2286,The Fiendish Plot of Dr. Fu Manchu
2287,Them!
2288,The Thing
2289,The Player
2290,Stardust Memories
2291,Edward Scissorhands
2292,Overnight Delivery
2293,Shadrach
2294,Antz
2295,The Impostors
2296,"Night at the Roxbury, A"
2297,What Dreams May Come
2298,Strangeland
2299,The Battle of the Sexes
2300,The Producers
2301,History of the World: Part I
2302,My Cousin Vinny
2303,Nashville
2304,Love Is the Devil
2305,Slam
2306,Holy Man
2307,One Tough Cop
2308,Detroit 9000
2309,"Inheritors, The (Die Siebtelbauern)"
2310,The Mighty
2311,2010
2312,Children of a Lesser God
2313,The Elephant Man
2314,Beloved
2315,Bride of Chucky
2316,Practical Magic
2317,The Alarmist
2318,Happiness
2320,Apt Pupil
2321,Pleasantville
2322,Soldier
2323,The Cruise
2324,Life Is Beautiful (La Vita è bella)
2325,Orgazmo
2326,Shattered Image
2327,Tales from the Darkside: The Movie
2328,Vampires
2329,American History X
2330,Hands on a Hard Body
2331,Living Out Loud
2332,Belly
2333,Gods and Monsters
2334,The Siege
2335,The Waterboy
2336,Elizabeth
2337,Velvet Goldmine
2338,I Still Know What You Did Last Summer
2339,I'll Be Home For Christmas
2340,Meet Joe Black
2341,Dancing at Lughnasa
2342,Hard Core Logo
2343,The Naked Man
2344,Runaway Train
2345,Desert Bloom
2346,The Stepford Wives
2347,The Pope of Greenwich Village
2348,Sid and Nancy
2349,Mona Lisa
2350,Heart Condition
2351,Nights of Cabiria (Le Notti di Cabiria)
2352,The Big Chill
2353,Enemy of the State
2354,The Rugrats Movie
2355,"Bug's Life, A"
2356,Celebrity
2357,Central Station (Central do Brasil)
2358,Savior
2359,Waking Ned Devine
2360,"Celebration, The (Festen)"
2361,Pink Flamingos
2362,Glen or Glenda
2363,Godzilla (Gojira)
2364,Godzilla (Gojira)
2365,King Kong vs. Godzilla (Kingukongu tai Gojira)
2366,King Kong
2367,King Kong
2368,King Kong Lives
2369,Desperately Seeking Susan
2370,The Emerald Forest
2371,Fletch
2372,Fletch Lives
2373,Red Sonja
2374,Gung Ho
2375,The Money Pit
2376,"View to a Kill, A"
2377,Lifeforce
2378,Police Academy
2379,Police Academy 2: Their First Assignment
2380,Police Academy 3: Back in Training
2381,Police Academy 4: Citizens on Patrol
2382,Police Academy 5: Assignment: Miami Beach
2383,Police Academy 6: City Under Siege
2384,Babe: Pig in the City
2385,Home Fries
2386,Jerry Springer: Ringmaster
2387,Very Bad Things
2388,Steam: The Turkish Bath (Hamam)
2389,Psycho
2390,Little Voice
2391,"Simple Plan, A"
2392,Jack Frost
2393,Star Trek: Insurrection
2394,The Prince of Egypt
2395,Rushmore
2396,Shakespeare in Love
2397,Mass Appeal
2398,Miracle on 34th Street
2399,Santa Claus: The Movie
2400,Prancer
2401,Pale Rider
2402,Rambo: First Blood Part II
2403,First Blood
2404,Rambo III
2405,The Jewel of the Nile
2406,Romancing the Stone
2407,Cocoon
2408,Cocoon: The Return
2409,Rocky II
2410,Rocky III
2411,Rocky IV
2412,Rocky V
2413,Clue
2414,Young Sherlock Holmes
2415,Violets Are Blue...
2416,Back to School
2417,Heartburn
2418,Nothing in Common
2419,Extremities
2420,The Karate Kid
2421,"The Karate Kid, Part II"
2422,The Karate Kid III
2423,Christmas Vacation
2424,You've Got Mail
2425,The General
2426,The Theory of Flight
2427,The Thin Red Line
2428,The Faculty
2429,Mighty Joe Young
2430,Mighty Joe Young
2431,Patch Adams
2432,Stepmom
2433,"Civil Action, A"
2434,Down in the Delta
2435,Hurlyburly
2436,Tea with Mussolini
2437,Wilde
2438,Outside Ozona
2439,Affliction
2440,Another Day in Paradise
2441,The Hi-Lo Country
2442,Hilary and Jackie
2443,Playing by Heart
2444,24 7: Twenty Four Seven
2445,At First Sight
2446,In Dreams
2447,Varsity Blues
2448,Virus
2449,The Garbage Pail Kids Movie
2450,Howard the Duck
2451,The Gate
2452,The Gate II: Trespassers
2453,The Boy Who Could Fly
2454,The Fly
2455,The Fly
2456,The Fly II
2457,Running Scared
2458,Armed and Dangerous
2459,The Texas Chainsaw Massacre
2460,The Texas Chainsaw Massacre 2
2461,Leatherface: Texas Chainsaw Massacre III
2462,The Return of the Texas Chainsaw Massacre
2463,Ruthless People
2464,Trick or Treat
2465,Deadly Friend
2466,Belizaire the Cajun
2467,The Name of the Rose
2468,Jumpin' Jack Flash
2469,Peggy Sue Got Married
2470,Crocodile Dundee
2471,Crocodile Dundee II
2472,Tough Guys
2473,Soul Man
2474,The Color of Money
2475,52 Pick-Up
2476,Heartbreak Ridge
2477,Firewalker
2478,Three Amigos!
2479,Gloria
2480,Dry Cleaning (Nettoyage à sec)
2481,My Name Is Joe
2482,Still Crazy
2483,"Day of the Beast, The (El Día de la bestia)"
2484,Tinseltown
2485,She's All That
2486,24-hour Woman
2487,"Blood, Guts, Bullets and Octane"
2488,Peeping Tom
2490,Payback
2491,Simply Irresistible
2492,20 Dates
2493,The Harmonists
2494,The Last Days
2495,"Fantastic Planet, The (La Planète sauvage)"
2496,Blast from the Past
2497,Message in a Bottle
2498,My Favorite Martian
2499,God Said 'Ha!'
2500,Jawbreaker
2501,October Sky
2502,Office Space
2503,"Apple, The (Sib)"
2504,200 Cigarettes
2505,8MM
2506,The Other Sister
2507,Breakfast of Champions
2509,Eight Days a Week
2510,Just the Ticket
2511,The Long Goodbye
2512,"Ballad of Narayama, The (Narayama Bushiko)"
2513,Pet Sematary
2514,Pet Sematary II
2515,Children of the Corn II: The Final Sacrifice
2516,Children of the Corn III
2517,Christine
2518,Night Shift
2519,House on Haunted Hill
2520,Airport
2521,Airport 1975
2522,Airport '77
2523,Rollercoaster
2524,The Towering Inferno
2525,Alligator
2526,Meteor
2527,Westworld
2528,Logan's Run
2529,Planet of the Apes
2530,Beneath the Planet of the Apes
2531,Battle for the Planet of the Apes
